MODEMREBOOTS
------------
-----------------------------------------------------------------------------------------------Chrome
30/06/2010					23:02:01					49689.99258442
30/06/2010					23:10:36					51257.0111937617
30/06/2010					23:18:54					51870.881896746
30/06/2010					23:36:23					49506.9695208421
30/06/2010					23:40:23					50420.4360087266
30/06/2010					23:43:36					55247.5703832393
30/06/2010					23:47:01					46823.4852443646
30/06/2010					23:50:25					47479.5274755303
30/06/2010					23:53:37					49835.7001759306
30/06/2010					23:57:02					47654.4241975702
01/07/2010					00:00:24					50870.3207177225
01/07/2010					11:30:00					53502.6492244926
01/07/2010					11:33:11					50877.3701625806
01/07/2010					11:36:26					75664.2854035283
01/07/2010					11:39:48					49032.760536405
01/07/2010					12:02:22					62663.0418151697
01/07/2010					12:05:32					52468.9975475304
01/07/2010					12:09:08					47853.4154440573
01/07/2010					12:12:22					63828.8535963119
01/07/2010					12:15:43					64404.5323516285
01/07/2010					12:19:05					67906.190225024
01/07/2010					12:22:24					72817.3420938528
01/07/2010					12:26:00					49472.424259163
01/07/2010					12:29:12					67162.1421200542
01/07/2010					12:32:41					52062.3871714866
01/07/2010					12:35:56					50264.3710468775
01/07/2010					12:39:16					57260.4364388987
01/07/2010					12:42:35					48973.2755599203
01/07/2010					12:45:47					46579.9017741176
01/07/2010					12:48:58					64197.2906003002
01/07/2010					12:52:11					48533.204151356
01/07/2010					12:55:37					54059.8447567646
01/07/2010					12:58:49					51947.1729140198
01/07/2010					13:02:06					48974.9077696409
01/07/2010					13:05:29					49712.9232001087
01/07/2010					13:08:50					51674.6061114742
01/07/2010					13:12:06					62346.8042369994
01/07/2010					13:15:27					50177.6669324283
01/07/2010					13:18:45					50232.4175719426
01/07/2010					13:22:07					49646.3628706751
01/07/2010					13:23:42					48437.8618883674
01/07/2010					13:26:53					48403.6627196749
01/07/2010					13:30:09					68414.7670251597
01/07/2010					13:33:28					50367.6382526606
01/07/2010					13:36:40					49837.4751245666
01/07/2010					13:39:54					51676.7755474551
01/07/2010					13:43:07					44395.7196901001
01/07/2010					13:44:38					49342.7772397911
01/07/2010					13:47:56					49793.9896162327
01/07/2010					13:51:13					49141.7553855833
01/07/2010					13:54:32					79454.5985150264
01/07/2010					13:58:12					53766.452737532
01/07/2010					14:02:56					47913.3780093103
-----------------------------------------------------------------------------------------------Chrome
-----------------------------------------------------------------------------------------------Internet Explorer
11/07/2010					00:46:07					110085.084198439
11/07/2010					00:50:52					132612.335710511
11/07/2010					00:57:54					130608.00614752
17/07/2010					11:19:54					56232.0268386956
17/07/2010					20:49:05					41135.0376863113
17/07/2010					21:05:21					56293.2620228841
17/07/2010					23:02:33					171994.818407169
17/07/2010					23:04:03					231846.155575858
17/07/2010					23:07:08					231693.894470507
17/07/2010					23:10:09					80942.9799926969
17/07/2010					23:08:38					201541.802988997
17/07/2010					23:11:41					35841.3029652887
17/07/2010					23:05:34					427729.909962492
17/07/2010					23:13:12					96706.2203066623
17/07/2010					23:14:43					66046.0707150549
17/07/2010					23:16:13					36011.2421011261
17/07/2010					23:17:44					231892.821685259
17/07/2010					23:19:14					382294.772017248
23/07/2010					13:37:20					60147.2606104631
23/07/2010					13:45:41					62161.9959593155
